Name	Tax ID	Relative Abundance	Reads Frequency	Normalized Reads Frequency
Imtechella halotolerans GCA_000260835.1	946077	17.46	433940	335596
Streptococcus anginosus GCA_000508545.1	1403946	17.1	272309	328677
Allobacillus halotolerans GCA_007559355.1	1955271	15.55	314373	298884
Varibaculum massiliense GCA_900106855.1	1852372	13.200000000000001	240791	253715
Prevotella colorans GCA_003096815.1	1703337	7.490000000000001	174076	143964
Finegoldia magna_H GCA_000179495.1	768713	3.27	46480	62852
Peptoniphilus_A harei_A GCA_000183565.2	908338	2.72	39196	52281
Propionimicrobium lymphophilum GCA_000510445.1	1111131	2.25	36831	43247
Peptoniphilus_C coxii GCA_001553115.1	755172	1.95	28412	37481
Prevotella sp000758925 GCA_000758925.1	1284775	1.37	30522	26333
Facklamia hominis GCA_000413455.1	883110	1.33	19938	25564
Actinotignum sanguinis GCA_003957255.1	1445614	1.19	19478	22873
Enterococcus faecalis	1351	1.14	24060	21912
Campylobacter_B ureolyticus GCA_000597825.1	827	0.8500000000000001	11251	16338
Porphyromonas uenonis_A GCA_000174775.1	596327	0.8	13471	15377
Prevotella timonensis GCA_000455445.1	1122992	0.62	15789	11917
Staphylococcus simulans GCA_001838445.1	1739455	0.57	11815	10956
Streptococcus intermedius GCA_000313655.1	1248420	0.55	8474	10571
Varibaculum cambriense GCA_000420065.1	1123488	0.54	8688	10379
Finegoldia magna GCA_009678325.1	2584649	0.52	7468	9995
Peptoniphilus_B duerdenii GCA_000478945.1	1111133	0.51	7919	9803
Allobacillus salarius GCA_007559425.1	1955272	0.48	9752	9226
Varibaculum cambriense_A GCA_000508625.1	1403948	0.4699999999999999	8534	9034
Falseniella ignava GCA_000301055.1	883112	0.45000000000000007	6038	8649
Peptoniphilus_A vaginalis GCA_900176605.1	1756987	0.36	5419	6920
Corynebacterium pyruviciproducens GCA_000411375.1	1125779	0.35	7498	6727
Campylobacter_B ureolyticus_A GCA_000413435.1	883165	0.34	4617	6535
Anaerococcus sp900258475 GCA_900258475.1	2057799	0.33	5878	6343
Peptoniphilus_A harei GCA_001815405.1	1739525	0.3	4367	5766
Prevotella timonensis_A GCA_000762405.1	1401062	0.28	7085	5382
Urinicoccus massiliensis GCA_900120405.1	1723382	0.27	4461	5190
Anaerococcus lactolyticus GCA_000156575.1	525254	0.27	4427	5190
Pauljensenia radingae_A GCA_001457875.1	1673722	0.27	5217	5190
Peptococcus niger GCA_900101835.1	2741	0.26	4129	4997
Finegoldia magna_F GCA_000159695.1	525282	0.25	3771	4805
Staphylococcus epidermidis GCA_000276465.1	979203	0.24	4335	4613
Actinotignum schaalii_A GCA_000411135.1	883067	0.24	3976	4613
Negativicoccus succinicivorans GCA_000508525.1	1403945	0.22	2288	4229
Porphyromonas uenonis GCA_000482365.1	1122976	0.21	3739	4036
Prevotella buccalis GCA_000177075.1	679190	0.18	4189	3460
Prevotella sp000479005 GCA_000479005.1	1111130	0.18	3991	3460
Mobiluncus curtisii GCA_000196535.1	548479	0.17	2948	3268
Fenollaria massiliensis GCA_002998695.1	2081703	0.16	2077	3075
Peptoniphilus_A lacrimalis GCA_000378725.1	1122949	0.14	1993	2691
Peptoniphilus_A grossensis GCA_000311825.1	1118057	0.14	2328	2691
Winkia sp002849225 GCA_002849225.1	2066054	0.14	2441	2691
Gleimia europaea_B GCA_000411155.1	883069	0.14	2166	2691
Corynebacterium amycolatum_A GCA_001809065.1	1715027	0.14	2638	2691
Cutibacterium avidum GCA_000477735.1	1203572	0.13	2664	2499
Corynebacterium propinquum GCA_000375525.1	1121367	0.13	2586	2499
Ezakiella coagulans GCA_003096635.1	46507	0.12	1713	2307
Fusobacterium vincentii GCA_000163915.2	469602	0.11	1970	2114
Prevotella sp900547085 GCA_900547085.1	159272	0.09	1433	1730
Lawsonella clevelandensis GCA_001281505.1	1528099	0.09	1414	1730
Porphyromonas_A bennonis GCA_000375645.1	1122971	0.08	1284	1538
Corynebacterium tuberculostearicum GCA_000156615.2	525264	0.08	1562	1538
Actinobaculum massiliense GCA_000315465.1	883066	0.07	1112	1345
Corynebacterium tuberculostearicum_C GCA_000175635.1	553206	0.07	1351	1345
Dialister invisus GCA_000160055.1	592028	0.07	1062	1345
Peptoniphilus_A lacydonensis GCA_900106515.1	1673725	0.06	892	1153
Urinicoccus timonensis GCA_000221565.2	879308	0.06	985	1153
Anaerococcus vaginimassiliensis GCA_900626155.1	2042308	0.06	830	1153
Porphyromonas_A somerae GCA_000372405.1	1122975	0.06	1197	1153
Fusobacterium vincentii	851	0.06	1060	1153
Aerococcus urinae_B GCA_001811135.1	1739288	0.05	781	961
Peptoniphilus_C pacaensis GCA_900088125.1	1776390	0.05	794	961
Anaerococcus provencensis GCA_000312365.2	938293	0.05	851	961
Gleimia urinae GCA_900119695.1	1689268	0.05	755	961
Corynebacterium_u_t	1716	0.05	1052	961
Dolosigranulum pigrum GCA_000245815.1	883103	0.04	521	769
Staphylococcus haemolyticus GCA_001837445.1	1715044	0.04	633	769
Trueperella bernardiae GCA_001808405.1	1581135	0.04	605	769
Dermabacter hominis	36740	0.04	751	769
Anaerococcus vaginalis_C GCA_001815585.1	1739537	0.03	430	577
Ralstonia pickettii_B GCA_000372665.1	1264675	0.03	1005	577
Cutibacterium acnes	1747	0.03	614	577
Corynebacterium accolens GCA_000159115.1	525260	0.03	599	577
Corynebacterium aurimucosum_F GCA_000022905.1	548476	0.03	639	577
Slackia exigua	84109	0.03	521	577
Porphyromonas asaccharolytica	28123	0.02	291	384
Bradyrhizobium sp003020075	2057741	0.02	930	384
Corynebacterium mucifaciens	57171	0.02	398	384
Agathobacter faecis GCA_001406815.1	301302	0.01	298	192
Anaerococcus hydrogenalis GCA_000191745.2	879306	0.01	117	192
