Pfam ID	Name	Copies per Million (CPM)	Relative Abundance
PF00005	ABC transporter	22930.1	2.293010299182816
PF00528	Binding-protein-dependent transport system inner membrane component	22681.6	2.268160295940487
PF00356	Bacterial regulatory proteins, lacI family	13377.1	1.3377101745390754
PF07690	Major Facilitator Superfamily	11779.2	1.1779201536903123
PF00440	Bacterial regulatory proteins, tetR family	6829.25	0.6829250891053352
PF00155	Aminotransferase class I and II	5846.31	0.5846310762803254
PF00128	Alpha amylase, catalytic domain	5605.91	0.5605910731436818
PF00072	Response regulator receiver domain	5581.83	0.5581830728294956
PF13635	Domain of unknown function (DUF4143)	5501.02	0.5501020717751189
PF02687	FtsX-like permease family	5200.94	0.5200940678597945
PF01610	Transposase	4954.23	0.4954230646408207
PF00293	NUDIX domain	4866.27	0.48662706349315366
PF00498	FHA domain	4700.23	0.4700230613267298
PF00300	Histidine phosphatase superfamily (branch 1)	4200.97	0.4200970548125842
PF00248	Aldo/keto reductase family	4050.42	0.40504205284826766
PF01053	Cys/Met metabolism PLP-dependent enzyme	4020.55	0.4020550524585358
PF00069	Protein kinase domain	3613.92	0.3613920471529894
PF00271	Helicase conserved C-terminal domain	3605.88	0.3605880470480867
PF02661	Fic/DOC family	3406.61	0.3406610444480911
PF07944	Beta-L-arabinofuranosidase, GH127	3348.65	0.3348650436918521
PF13416	Bacterial extracellular solute-binding protein	3344.69	0.3344690436401836
PF02518	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase	3339.51	0.33395104357259703
PF07992	Pyridine nucleotide-disulphide oxidoreductase	3291.7	0.3291700429487911
PF00324	Amino acid permease	3001.29	0.30012903915963707
PF00270	DEAD/DEAH box helicase	2950.43	0.295043038496036
PF01614	Bacterial transcriptional regulator	2943.46	0.29434603840509427
PF00083	Sugar (and other) transporter	2930.61	0.29306103823743257
PF00156	Phosphoribosyl transferase domain	2920.56	0.2920560381063042
PF01061	ABC-2 type transporter	2870.96	0.28709603745914314
PF00480	ROK family	2867.51	0.28675103741412894
PF00117	Glutamine amidotransferase class-I	2838.33	0.28383303703339985
PF00149	Calcineurin-like phosphoesterase	2822.67	0.28226703682907445
PF00664	ABC transporter transmembrane region	2719.15	0.2719150354783867
PF01547	Bacterial extracellular solute-binding protein	2704.86	0.2704860352919365
PF06013	Proteins of 100 residues with WXG	2695.26	0.2695260351666795
PF00588	SpoU rRNA Methylase family	2628.81	0.2628810342996663
PF01527	Transposase	2613.43	0.2613430340989942
PF09339	IclR helix-turn-helix domain	2600.51	0.26005103393041923
PF01966	HD domain	2567.13	0.2567130334948902
PF00145	C-5 cytosine-specific DNA methylase	2554.72	0.2554720333329695
PF00933	Glycosyl hydrolase family 3 N terminal domain	2535.62	0.2535620330837603
PF00535	Glycosyl transferase family 2	2503.11	0.25031103265958277
PF00486	Transcriptional regulatory protein, C terminal	2481.58	0.2481580323786679
PF02653	Branched-chain amino acid transport system / permease component	2458.54	0.24585403207805115
PF00004	ATPase family associated with various cellular activities (AAA)	2448.71	0.24487103194979323
PF00892	EamA-like transporter family	2447.34	0.244734031931918
PF01842	ACT domain	2435.94	0.24359403178317537
PF08245	Mur ligase middle domain	2423.1	0.24231003161564413
PF13749	Putative ATP-dependent DNA helicase recG C-terminal	2323.67	0.23236703031832112
PF01926	50S ribosome-binding GTPase	2320.74	0.23207403028009158
PF01451	Low molecular weight phosphotyrosine protein phosphatase	2314.2	0.2314200301947603
PF00583	Acetyltransferase (GNAT) family	2295.03	0.22950302994463778
PF08264	Anticodon-binding domain of tRNA	2241.35	0.2241350292442425
PF00587	tRNA synthetase class II core domain (G, H, P, S and T)	2227.67	0.2227670290657513
PF00905	Penicillin binding protein transpeptidase domain	2215.05	0.2215050289010906
PF02537	CrcB-like protein, Camphor Resistance (CrcB)	2184.97	0.21849702850861868
PF13542	Helix-turn-helix domain of transposase family ISL3	2166.06	0.21660602826188854
PF02782	FGGY family of carbohydrate kinases, C-terminal domain	2164.6	0.21646002824283905
PF01156	Inosine-uridine preferring nucleoside hydrolase	2122.53	0.21225302769392645
PF00009	Elongation factor Tu GTP binding domain	2112.76	0.21127602756645136
PF04055	Radical SAM superfamily	2112.7	0.21127002756566848
PF01580	FtsK/SpoIIIE family	2103.53	0.21035302744602202
PF01915	Glycosyl hydrolase family 3 C-terminal domain	2098.96	0.20989602738639446
PF00206	Lyase	2095.35	0.2095350273392926
PF04138	GtrA-like protein	2089.25	0.20892502725970227
PF00496	Bacterial extracellular solute-binding proteins, family 5 Middle	2077.54	0.20775402710691482
PF00251	Glycosyl hydrolases family 32 N-terminal domain	2075.86	0.2075860270849949
PF00589	Phage integrase family	2065.24	0.20652402694642932
PF00204	DNA gyrase B	2063.07	0.20630702691811606
PF02388	FemAB family	2057	0.20570002683891708
PF01751	Toprim domain	2039.57	0.2039570266114974
PF13240	zinc-ribbon domain	2032.66	0.20326602652133846
PF01381	Helix-turn-helix	2024.21	0.20242102641108622
PF03129	Anticodon binding domain	2023.1	0.2023100263966034
PF07991	Acetohydroxy acid isomeroreductase, NADPH-binding domain	1925.54	0.19255402512367933
PF00579	tRNA synthetases class I (W and Y)	1905.72	0.19057202486507588
PF07859	alpha/beta hydrolase fold	1905.14	0.19051402485750826
PF00872	Transposase, Mutator family	1892.91	0.1892910246979361
PF00006	ATP synthase alpha/beta family, nucleotide-binding domain	1889.65	0.18896502465540094
PF01450	Acetohydroxy acid isomeroreductase, catalytic domain	1857.36	0.18573602423409383
PF01479	S4 domain	1834.28	0.1834280239329552
PF00497	Bacterial extracellular solute-binding proteins, family 3	1791.32	0.17913202337243023
PF08544	GHMP kinases C terminal	1786.67	0.17866702331175888
PF00370	FGGY family of carbohydrate kinases, N-terminal domain	1784.9	0.17849002328866462
PF08532	Beta-galactosidase trimerisation domain	1782.32	0.1782320232550018
