Name	Tax ID	Abundance Score	Relative Abundance	Unique Matches Frequency
Staphylococcus epidermidis	1282	86381.75	28.685	506
Staphylococcus capitis	29388	47779.6	15.866	29756
Corynebacterium sp. KPL1857	1203564	39111.47	12.988	408
Pasteurella bettyae	752	29556.7	9.815	1008529
Propionibacterium sp. KPL1844	1203573	13148.93	4.366	162733
Prevotella bivia	28125	10066.44	3.343	42496
Staphylococcus sp. JGI 0001002-I23	1157683	8848.42	2.938	2820
Staphylococcus aureus	1280	8466.54	2.812	585
Streptococcus agalactiae	1311	7168.61	2.3810000000000002	119
Fusobacterium gonidiaformans	849	6681.29	2.2190000000000003	30640
Cutibacterium granulosum	33011	6315.77	2.097	17418
Corynebacterium tuberculostearicum	38304	6209.81	2.062	71281
Corynebacterium pseudogenitalium	38303	5679.44	1.886	75599
Finegoldia magna	1260	4707.22	1.5630000000000002	70766
Anaerococcus senegalensis	1288120	4321.14	1.435	59689
Enterococcus faecalis	1351	3478.28	1.155	632
Peptoniphilus rhinitidis	1175452	2957.63	0.9820000000000001	25381
Peptostreptococcus anaerobius	1261	1427.47	0.47400000000000003	5576
Dialister micraerophilus	309120	1406.74	0.46699999999999997	5016
Anaerococcus hydrogenalis	33029	1383.36	0.459	8084
Staphylococcus lugdunensis	28035	981	0.326	9
Cutibacterium acnes	1747	738.02	0.245	78
Peptoniphilus harei	54005	721.83	0.24	6703
Peptostreptococcus sp. MV1	1219626	690.22	0.22899999999999998	8064
Corynebacterium kroppenstedtii	161879	643.53	0.214	15437
Dermabacter sp. HFH0086	1203568	294.56	0.098	3351
Anaerococcus obesiensis	1287640	276.13	0.092	3030
Anaerococcus provencensis	938293	277.69	0.092	5475
Anaerococcus prevotii	33034	259.04	0.086	98
Anaerococcus vaginalis	33037	246.15	0.082	3239
Dermabacter hominis	36740	203.55	0.068	2540
Haemophilus haemolyticus	726	130.56	0.043	3959
Staphylococcus_u_s	1279	119.2	0.04	845
Staphylococcus haemolyticus	1283	104.86	0.034999999999999996	306
Campylobacter ureolyticus	827	100.06	0.033	96
Propionibacteriaceae_u_s	31957	89.47	0.03	206
Corynebacterium jeikeium	38289	82.7	0.027	9
Micrococcus luteus	1270	82.57	0.027	10
