Name	Tax ID	Abundance Score	Relative Abundance	Unique Matches Frequency
Cutibacterium	1912216	687945.0399999999	97.514	44090
Staphylococcus	1279	11595.650000000001	1.644	3176
Propionibacterium	1743	2267.74	0.321	16664
Corynebacterium	1716	2124.6800000000003	0.301	87
Micrococcus	1269	775.03	0.11	559
Dermacoccus	57495	248.1	0.034999999999999996	3384
Escherichia	561	248.04	0.034999999999999996	11
Caulobacter	75	107.61	0.015	1919
Rothia	32207	95.58	0.013999999999999999	555
Propionibacteriaceae_u_g	31957	82.93	0.012	26
