Name	Tax ID	Abundance Score	Relative Abundance	Unique Matches Frequency
Staphylococcus	1279	152681.37	50.70199999999999	34827
Corynebacterium	1716	51726.95	17.176999999999996	162734
Pasteurella	745	29556.7	9.815	1008529
Propionibacterium	1743	13148.93	4.366	162733
Prevotella	838	10066.44	3.343	42496
Streptococcus	1301	7168.61	2.3810000000000002	119
Cutibacterium	1912216	7053.790000000001	2.342	17496
Anaerococcus	165779	6763.509999999999	2.246	79615
Fusobacterium	848	6681.29	2.2190000000000003	30640
Finegoldia	150022	4707.22	1.5630000000000002	70766
Peptoniphilus	162289	3679.46	1.222	32084
Enterococcus	1350	3478.28	1.155	632
Peptostreptococcus	1257	2117.69	0.7030000000000001	13640
Dialister	39948	1406.74	0.46699999999999997	5016
Dermabacter	36739	498.11	0.166	5891
Haemophilus	724	130.56	0.043	3959
Campylobacter	194	100.06	0.033	96
Propionibacteriaceae_u_g	31957	89.47	0.03	206
Micrococcus	1269	82.57	0.027	10
