Name	Tax ID	Relative Abundance	Reads Frequency	Normalized Reads Frequency
Enterococcus faecalis	1351	99.15	11308318	11296341
Imtechella halotolerans GCA_000260835.1	946077	0.33	39182	37598
Allobacillus halotolerans GCA_007559355.1	1955271	0.31	29819	35319
Finegoldia magna GCA_009678325.1	2584649	0.07	4764	7975
Cutibacterium avidum GCA_000413335.1	1203571	0.04	3990	4557
Finegoldia magna_F GCA_000159695.1	525282	0.02	1569	2279
Lactobacillus crispatus	47770	0.01	981	1139
Allobacillus salarius GCA_007559425.1	1955272	0.01	868	1139
Finegoldia magna_H GCA_000179495.1	768713	0.01	589	1139
Anaerococcus prevotii GCA_000024105.1	525919	0.01	617	1139
Anaerococcus marasmi GCA_900290195.1	2057797	0.01	523	1139
Peptoniphilus_A harei GCA_001815405.1	1739525	0.01	720	1139
Winkia sp002849225 GCA_001807435.1	1581131	0.01	654	1139
Corynebacterium amycolatum_A GCA_001809065.1	1715027	0.01	589	1139
