Name	Tax ID	Abundance Score	Relative Abundance	Unique Matches Frequency
Staphylococcus epidermidis IS-K	904791	86381.75	28.685	506
Staphylococcus capitis C87	435838	47779.6	15.866	29756
Corynebacterium sp. KPL1857_u_t	1203564	39111.47	12.988	408
Pasteurella bettyae CCUG 2042	1095749	29556.7	9.815	1008529
Propionibacterium sp. KPL1844_u_t	1203573	13148.93	4.366	162733
Prevotella bivia DNF00188	1287476	10066.44	3.343	42496
Staphylococcus sp. JGI 0001002-I23_u_t	1157683	8848.42	2.938	2820
Staphylococcus aureus	1280	8466.54	2.812	585
Streptococcus agalactiae GB00012	1154893	7168.61	2.3810000000000002	119
Fusobacterium gonidiaformans 3-1-5R	469605	6681.29	2.2190000000000003	30640
Cutibacterium granulosum DSM 20700	1160719	6315.77	2.097	17418
Corynebacterium tuberculostearicum SK141	553206	6209.81	2.062	71281
Corynebacterium pseudogenitalium ATCC 33035	525264	5679.44	1.886	75599
Finegoldia magna ATCC 53516	525282	4707.22	1.5630000000000002	70766
Anaerococcus senegalensis JC48	1033733	4321.14	1.435	59689
Enterococcus faecalis TX1341	749514	3478.28	1.155	632
Peptoniphilus rhinitidis 1-13	875454	2957.63	0.9820000000000001	25381
Peptostreptococcus anaerobius VPI 4330 = DSM 2949	1035196	1427.47	0.47400000000000003	5576
Dialister micraerophilus DSM 19965	888062	1406.74	0.46699999999999997	5016
Anaerococcus hydrogenalis ACS-025-V-Sch4	879306	1383.36	0.459	8084
Staphylococcus lugdunensis VCU148	904352	981	0.326	9
Propionibacterium acnes HL099PA1	765063	738.02	0.245	78
Peptoniphilus harei ACS-146-V-Sch2b	908338	721.83	0.24	6703
Peptostreptococcus sp. MV1_u_t	1219626	690.22	0.22899999999999998	8064
Corynebacterium kroppenstedtii DSM 44385	645127	643.53	0.214	15437
Dermabacter sp. HFH0086_u_t	1203568	294.56	0.098	3351
Anaerococcus obesiensis ph10	1118056	276.13	0.092	3030
Anaerococcus provencensis	938293	277.69	0.092	5475
Anaerococcus prevotii	33034	259.04	0.086	98
Anaerococcus vaginalis	33037	246.15	0.082	3239
Dermabacter hominis 1368	1450519	203.55	0.068	2540
Haemophilus haemolyticus M21639	1028806	130.56	0.043	3959
Staphylococcus_u_t	1279	119.2	0.04	845
Staphylococcus haemolyticus R1P1	1134914	104.86	0.034999999999999996	306
Campylobacter ureolyticus	827	100.06	0.033	96
Propionibacteriaceae_u_t	31957	89.47	0.03	206
Corynebacterium jeikeium	38289	82.7	0.027	9
Micrococcus luteus	1270	82.57	0.027	10
