Enzyme ID	Name	Copies per Million (CPM)	Relative Abundance
3.6.4.12	DNA helicase	20714.3	2.071430179551567
2.7.7.7	DNA-directed DNA polymerase	12899.9	1.2899901118163422
2.7.13.3	Histidine kinase	12141.9	1.2141901052459978
5.2.1.8	Peptidylprolyl isomerase	10760.3	1.076030093270288
2.7.7.6	DNA-directed RNA polymerase	9740.74	0.9740740844327411
5.99.1.3	Transferred entry 5.6.2.2	9123.05	0.9123050790786038
3.2.1.23	Beta-galactosidase	6042.31	0.6042310523747474
1.17.4.1	Ribonucleoside-diphosphate reductase	5838.83	0.5838830506109824
3.5.1.88	Peptide deformylase	4948.13	0.4948130428903943
3.1.11.6	Exodeoxyribonuclease VII	4765.36	0.4765360413061438
3.4.21.92	Endopeptidase Clp	4716.86	0.4716860408857457
6.1.1.20	Phenylalanine--tRNA ligase	4556	0.4556000394914112
2.1.1.37	DNA (cytosine-5-)-methyltransferase	4186.27	0.4186270362865913
2.7.6.1	Ribose-phosphate diphosphokinase	4045.33	0.4045330350649233
4.2.1.33	3-isopropylmalate dehydratase	4037.19	0.4037190349943658
3.4.21.89	Signal peptidase I	4031.7	0.4031700349467784
6.3.5.5	Carbamoyl-phosphate synthase (glutamine-hydrolyzing)	3874.68	0.3874680335857289
2.4.1.1	Glycogen phosphorylase	3857.37	0.3857370334356858
3.5.1.2	Glutaminase	3785.28	0.3785280328108097
3.2.1.21	Beta-glucosidase	3654.56	0.36545603167772867
2.7.2.4	Aspartate kinase	3637.71	0.36377103153167284
1.6.5.11	NADH dehydrogenase (quinone)	3609.74	0.36097403128922884
2.4.1.25	4-alpha-glucanotransferase	3602.89	0.36028903122985306
1.8.1.9	Thioredoxin-disulfide reductase	3588.76	0.3588760311073742
3.1.26.4	Ribonuclease H	3567.21	0.3567210309205788
1.1.1.86	Ketol-acid reductoisomerase (NADP(+))	3552.07	0.35520703078934524
7.1.2.2	H(+)-transporting two-sector ATPase	3551.73	0.3551730307863981
2.7.3.9	Phosphoenolpyruvate--protein phosphotransferase	3505.53	0.3505530303859365
6.1.1.6	Lysine--tRNA ligase	3499.13	0.3499130303304613
2.7.1.15	Ribokinase	3498.55	0.34985503032543386
3.1.26.5	Ribonuclease P	3480.92	0.348092030172617
5.99.1.2	Transferred entry 5.6.2.1	3418.57	0.3418570296321672
3.4.11.18	Methionyl aminopeptidase	3394.5	0.33945002942352837
2.7.11.1	Non-specific serine/threonine protein kinase	3356.06	0.33560602909033044
4.2.99.18	DNA-(apurinic or apyrimidinic site) lyase	3288.9	0.3288900285081875
2.4.2.8	Hypoxanthine phosphoribosyltransferase	3260.77	0.32607702826435664
3.2.1.22	Alpha-galactosidase	3210.25	0.32102502782644926
1.11.1.15	Peroxiredoxin	3203.53	0.3203530277682003
6.1.1.11	Serine--tRNA ligase	3173.98	0.31739802751206087
2.7.4.1	Polyphosphate kinase	3120.07	0.31200702704476896
