Enzyme ID	Name	Copies per Million (CPM)	Relative Abundance
3.6.4.12	DNA helicase	20470.4	2.047039776258553
2.7.7.7	DNA-directed DNA polymerase	16280.6	1.6280598220530615
2.7.7.6	DNA-directed RNA polymerase	13882.5	1.3882498482642915
5.99.1.3	Transferred entry 5.6.2.2	11902.5	1.1902498699056892
5.2.1.8	Peptidylprolyl isomerase	11804.3	1.180429870979015
2.7.6.1	Ribose-phosphate diphosphokinase	11537.6	1.1537598738940458
3.1.26.4	Ribonuclease H	10007.9	1.000789890613665
2.7.13.3	Histidine kinase	8919.75	0.8919749025071432
1.17.4.1	Ribonucleoside-diphosphate reductase	7600.52	0.7600519169263256
3.4.21.92	Endopeptidase Clp	7527.65	0.7527649177227944
3.2.1.1	Alpha-amylase	7238.06	0.7238059208880129
3.1.26.5	Ribonuclease P	7189.29	0.7189289214210689
6.1.1.10	Methionine--tRNA ligase	6983.81	0.698380923666965
3.5.1.88	Peptide deformylase	6791.26	0.6791259257715363
2.4.2.9	Uracil phosphoribosyltransferase	6714.07	0.6714069266152229
2.1.1.37	DNA (cytosine-5-)-methyltransferase	6527.45	0.6527449286549792
4.1.1.31	Phosphoenolpyruvate carboxylase	6496.15	0.6496149289970882
6.3.5.5	Carbamoyl-phosphate synthase (glutamine-hydrolyzing)	6472.93	0.6472929292508829
1.1.1.44	Phosphogluconate dehydrogenase (NADP(+)-dependent, decarboxylating)	6361.01	0.6361009304741683
2.4.1.1	Glycogen phosphorylase	6200.66	0.6200659322267936
1.11.1.15	Peroxiredoxin	6132.66	0.6132659329700335
2.5.1.7	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	6036.65	0.6036649340194227
2.5.1.3	Thiamine phosphate synthase	6018.12	0.6018119342219556
6.1.1.9	Valine--tRNA ligase	5901.86	0.5901859354926772
2.4.2.22	Xanthine phosphoribosyltransferase	5758.18	0.5758179370630995
2.8.1.10	Thiazole synthase	5711.05	0.5711049375782303
2.7.7.3	Pantetheine-phosphate adenylyltransferase	5692.24	0.5692239377838235
2.4.1.227	acetylglucosaminyltransferase	5569.74	0.5569739391227484
2.2.1.2	Transaldolase	5566.54	0.5566539391577244
1.5.1.20	Methylenetetrahydrofolate reductase (NAD(P)H)	5562.9	0.5562899391975096
2.1.2.3	Phosphoribosylaminoimidazolecarboxamide formyltransferase	5520.12	0.552011939665095
3.5.4.10	IMP cyclohydrolase	5520.12	0.552011939665095
6.1.1.20	Phenylalanine--tRNA ligase	5460.19	0.5460189403201298
2.7.4.1	Polyphosphate kinase	5360.81	0.5360809414063531
3.4.23.36	Signal peptidase II	5309.78	0.5309779419641109
2.4.1.25	4-alpha-glucanotransferase	5240.08	0.5240079427259318
2.7.4.3	Adenylate kinase	4954.74	0.4954739458446977
2.7.1.33	Pantothenate kinase	4953.44	0.4953439458589066
2.4.2.8	Hypoxanthine phosphoribosyltransferase	4953.33	0.49533294586010895
3.1.11.6	Exodeoxyribonuclease VII	4936.77	0.4936769460411099
6.3.4.4	Adenylosuccinate synthase	4933.45	0.49334494607739743
1.2.1.11	Aspartate-semialdehyde dehydrogenase	4932.9	0.49328994608340887
2.7.1.15	Ribokinase	4921.03	0.49210294621314793
4.2.1.11	Phosphopyruvate hydratase	4823.04	0.4823039472841785
3.4.21.89	Signal peptidase I	4807.79	0.480778947450861
6.3.2.10	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	4732.07	0.47320694827848053
5.4.99.18	5-(carboxyamino)imidazole ribonucleotide mutase	4609.54	0.4609539496177333
1.97.1.4	[Formate-C-acetyltransferase]-activating enzyme	4605.48	0.46054794966210905
6.3.5.2	GMP synthase (glutamine-hydrolyzing)	4597.27	0.4597269497518444
4.2.99.18	DNA-(apurinic or apyrimidinic site) lyase	4587.36	0.45873594986016064
2.1.1.198	16S rRNA (cytidine(1402)-2'-O)-methyltransferase	4540.73	0.4540729503698265
3.2.2.27	Uracil-DNA glycosylase	4536.85	0.45368495041223494
5.4.99.62	D-ribose pyranase	4533.49	0.4533489504489597
1.3.1.98	UDP-N-acetylmuramate dehydrogenase	4521.98	0.452197950574764
2.4.2.7	Adenine phosphoribosyltransferase	4481.12	0.44811195102136375
6.1.1.5	Isoleucine--tRNA ligase	4475.35	0.4475349510844299
6.1.1.14	Glycine--tRNA ligase	4461.22	0.4461219512388708
2.7.1.24	Dephospho-CoA kinase	4404.43	0.44044295185958543
1.1.1.169	2-dehydropantoate 2-reductase	4403.92	0.44039195186515967
6.3.4.13	Phosphoribosylamine--glycine ligase	4345.17	0.43451695250729705
5.4.2.11	Phosphoglycerate mutase (2,3-diphosphoglycerate-dependent)	4314.01	0.4314009528478759
5.4.99.5	Chorismate mutase	4297.24	0.42972395303117195
7.1.2.2	H(+)-transporting two-sector ATPase	4215.31	0.42153095392666673
6.3.4.2	CTP synthase (glutamine hydrolyzing)	4185.42	0.4185419542533644
6.3.1.2	Glutamine synthetase	4156.11	0.4156109545737226
6.1.1.6	Lysine--tRNA ligase	4144.44	0.4144439547012757
4.3.2.2	Adenylosuccinate lyase	4109.55	0.4109549550826234
