Enzyme ID	Name	Copies per Million (CPM)	Relative Abundance
3.6.4.12	DNA helicase	21974.8	2.197479726853271
2.7.1.69	2.7.1.208	19551	1.955099756981101
2.7.7.7	DNA-directed DNA polymerase	16477.9	1.6477897951797291
2.7.13.3	Histidine kinase	13799.4	1.3799398284734798
2.7.7.6	DNA-directed RNA polymerase	13579.9	1.3579898312018646
5.2.1.8	Peptidylprolyl isomerase	12204.6	1.2204598482968414
1.17.4.1	Ribonucleoside-diphosphate reductase	8264.36	0.8264358972740184
5.99.1.2	Transferred entry 5.6.2.1	8117.09	0.8117088991045842
5.99.1.3	Transferred entry 5.6.2.2	7812.46	0.7812459028911346
3.6.3.14	Transferred entry 7.1.2.2	6883.46	0.6883459144386032
1.6.5.11	NADH dehydrogenase (quinone)	6745.2	0.6745199161571747
2.4.1.1	Glycogen phosphorylase	6447.97	0.6447969198517433
3.1.11.6	Exodeoxyribonuclease VII	6274.19	0.6274189220118283
1.11.1.15	Peroxiredoxin	5653.84	0.5653839297227778
6.1.1.14	Glycine--tRNA ligase	5272.02	0.5272019344687998
6.1.1.20	Phenylalanine--tRNA ligase	5079.12	0.5079119368665465
3.1.26.4	Ribonuclease H	4980.71	0.4980709380897826
2.4.2.8	Hypoxanthine phosphoribosyltransferase	4973.48	0.4973479381796515
3.1.26.5	Ribonuclease P	4612.73	0.4612729426637734
2.7.4.8	Guanylate kinase	4466.1	0.44660994448638414
3.5.1.88	Peptide deformylase	4428.44	0.4428439449544978
2.4.2.9	Uracil phosphoribosyltransferase	4381.96	0.43819594553224417
6.3.4.4	Adenylosuccinate synthase	4345.12	0.4345119459901653
3.4.21.92	Endopeptidase Clp	4188.34	0.4188339479389405
2.1.1.37	DNA (cytosine-5-)-methyltransferase	4054.57	0.4054569496017014
6.1.1.1	Tyrosine--tRNA ligase	4024.85	0.4024849499711209
6.3.5.5	Carbamoyl-phosphate synthase (glutamine-hydrolyzing)	4019.25	0.4019249500407289
2.1.1.177	23S rRNA (pseudouridine(1915)-N(3))-methyltransferase	3982.93	0.39829295049218644
7.2.1.1	NADH:ubiquinone reductase (Na(+)-transporting)	3970.45	0.3970449506473128
6.1.1.10	Methionine--tRNA ligase	3944.74	0.39447395096688803
5.3.1.1	Triose-phosphate isomerase	3916.5	0.39164995131791125
5.3.1.9	Glucose-6-phosphate isomerase	3910.97	0.3910969513866491
2.4.1.129	Peptidoglycan glycosyltransferase	3865.96	0.38659595194612334
6.1.1.17	Glutamate--tRNA ligase	3852.37	0.385236952115047
