GO ID	GO Category	GO Description	Copies per Million (CPM)	Relative Abundance
GO:0016021	Cellular_Components	integral component of membrane	110834	11.111194646497067
GO:0005524	Molecular_Functions	ATP binding	53342	5.347576960440358
GO:0005737	Cellular_Components	cytoplasm	46439.2	4.655565895191066
GO:0003677	Molecular_Functions	DNA binding	43808	4.3917860500725725
GO:0005886	Cellular_Components	plasma membrane	25011.6	2.507432340439992
GO:0046872	Molecular_Functions	metal ion binding	17307.5	1.7350903273747047
GO:0006412	Biological_Processes	translation	13622.4	1.365656188105109
GO:0016787	Molecular_Functions	hydrolase activity	12806.2	1.2838315037079846
GO:0003735	Molecular_Functions	structural constituent of ribosome	11984.9	1.2014955403468495
GO:0006313	Biological_Processes	transposition, DNA-mediated	11089.6	1.1117410194686999
GO:0004803	Molecular_Functions	transposase activity	10817.6	1.084472808054809
GO:0016887	Molecular_Functions	ATPase activity	10481.9	1.0508186221296498
GO:0005840	Cellular_Components	ribosome	10470.8	1.0497058385020976
GO:0055085	Biological_Processes	transmembrane transport	9506.26	0.9530099538066769
GO:0003700	Molecular_Functions	DNA-binding transcription factor activity	8451.17	0.8472363612306388
GO:0006355	Biological_Processes	regulation of transcription, DNA-templated	8384.46	0.8405486318798274
GO:0003723	Molecular_Functions	RNA binding	7490.11	0.7508893492400721
GO:0016740	Molecular_Functions	transferase activity	7479.28	0.7498036333223793
GO:0008270	Molecular_Functions	zinc ion binding	7391.63	0.7410166526958074
GO:0000287	Molecular_Functions	magnesium ion binding	7243.61	0.7261775326462333
GO:0019843	Molecular_Functions	rRNA binding	7161.95	0.7179910541754306
GO:0022857	Molecular_Functions	transmembrane transporter activity	7087.29	0.7105063311454265
GO:0005975	Biological_Processes	carbohydrate metabolic process	6253.65	0.6269332731929407
GO:0005525	Molecular_Functions	GTP binding	5878.41	0.5893151715350419
GO:0016301	Molecular_Functions	kinase activity	5673.46	0.5687687747362294
GO:0016491	Molecular_Functions	oxidoreductase activity	5529.92	0.5543787781687665
GO:0006260	Biological_Processes	DNA replication	5451.22	0.5464890419986443
GO:0003676	Molecular_Functions	nucleic acid binding	5115.97	0.512879968923251
GO:0009401	Biological_Processes	phosphoenolpyruvate-dependent sugar phosphotransferase system	4699.89	0.4711676255221783
GO:0043565	Molecular_Functions	sequence-specific DNA binding	4532.62	0.45439867801040784
GO:0003824	Molecular_Functions	catalytic activity	4326.54	0.43373899783329506
GO:0071555	Biological_Processes	cell wall organization	4298.25	0.43090290334469583
GO:0016020	Cellular_Components	membrane	4255.43	0.4266101650625532
GO:0051301	Biological_Processes	cell division	4200.87	0.4211404826554139
GO:0006281	Biological_Processes	DNA repair	4114.43	0.4124748054693229
GO:0000049	Molecular_Functions	tRNA binding	3907.86	0.3917660024113542
GO:0006310	Biological_Processes	DNA recombination	3874.32	0.388403591342156
GO:0030170	Molecular_Functions	pyridoxal phosphate binding	3752.29	0.37616998899349013
GO:0008360	Biological_Processes	regulation of cell shape	3576.71	0.3585679575227144
GO:0043190	Cellular_Components	ATP-binding cassette (ABC) transporter complex	3298.16	0.3306431035177903
GO:0003924	Molecular_Functions	GTPase activity	3200.84	0.3208866978751437
GO:0005623	Cellular_Components	cell	3054.29	0.3061949464681373
GO:0008982	Molecular_Functions	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity	2994.37	0.3001879198949007
GO:0015074	Biological_Processes	DNA integration	2967.12	0.2974560862146487
GO:0009252	Biological_Processes	peptidoglycan biosynthetic process	2929.42	0.29367663191206167
GO:0051539	Molecular_Functions	4 iron, 4 sulfur cluster binding	2929.24	0.2936585867721554
GO:0007049	Biological_Processes	cell cycle	2801.71	0.28087360514857623
GO:0000160	Biological_Processes	phosphorelay signal transduction system	2800.27	0.2807292440293262
GO:0008168	Molecular_Functions	methyltransferase activity	2694.16	0.27009163405459097
GO:0003887	Molecular_Functions	DNA-directed DNA polymerase activity	2657.32	0.2663983954204449
GO:0042626	Molecular_Functions	ATPase-coupled transmembrane transporter activity	2563.71	0.25701392016142155
GO:0050660	Molecular_Functions	flavin adenine dinucleotide binding	2454.6	0.24607555785491544
GO:0045454	Biological_Processes	cell redox homeostasis	2398.72	0.24047354442179697
GO:0051287	Molecular_Functions	NAD binding	2381.36	0.23873319092861633
GO:0050661	Molecular_Functions	NADP binding	2296.62	0.23023794006386214
GO:0005887	Cellular_Components	integral component of plasma membrane	2264.72	0.22703994026936533
GO:0000166	Molecular_Functions	nucleotide binding	2250.48	0.22561236920122635
GO:0003899	Molecular_Functions	DNA-directed 5'-3' RNA polymerase activity	2249.2	0.2254840482063374
GO:0005576	Cellular_Components	extracellular region	2215.33	0.22208855438064445
GO:0006265	Biological_Processes	DNA topological change	2166.22	0.21716523870955554
GO:0000155	Molecular_Functions	phosphorelay sensor kinase activity	2147.9	0.2153286444702082
GO:0006096	Biological_Processes	glycolytic process	2115.16	0.21204643402281553
GO:0045892	Biological_Processes	negative regulation of transcription, DNA-templated	2056.24	0.20613965822683591
GO:0006351	Biological_Processes	transcription, DNA-templated	2048.52	0.20536572222641225
GO:0008233	Molecular_Functions	peptidase activity	1982.73	0.19877022359067734
GO:0009405	Biological_Processes	pathogenesis	1973.8	0.19787498414977275
GO:0004519	Molecular_Functions	endonuclease activity	1878.84	0.18835517034145255
GO:0008324	Molecular_Functions	cation transmembrane transporter activity	1816.96	0.18215165224479232
GO:0003746	Molecular_Functions	translation elongation factor activity	1804.12	0.18086443226481305
GO:0006099	Biological_Processes	tricarboxylic acid cycle	1788.2	0.1792684398908824
GO:0009058	Biological_Processes	biosynthetic process	1769.14	0.17735766007636486
GO:0006633	Biological_Processes	fatty acid biosynthetic process	1737.87	0.17422281827153993
GO:0016829	Molecular_Functions	lyase activity	1697.63	0.1701887269947202
GO:0006457	Biological_Processes	protein folding	1695.8	0.17000526807233995
GO:0004222	Molecular_Functions	metalloendopeptidase activity	1689.23	0.1693466204657618
GO:0003918	Molecular_Functions	DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity	1667.58	0.16717619113814874
GO:0004386	Molecular_Functions	helicase activity	1662.31	0.16664786954200464
GO:0015297	Molecular_Functions	antiporter activity	1661.11	0.16652756860929627
GO:0006094	Biological_Processes	gluconeogenesis	1638.71	0.16428195119874056
GO:0016874	Molecular_Functions	ligase activity	1599.34	0.16033507809813433
GO:0009116	Biological_Processes	nucleoside metabolic process	1525.03	0.1528854428401702
GO:0006364	Biological_Processes	rRNA processing	1497.76	0.15015160414437312
GO:0016757	Molecular_Functions	transferase activity, transferring glycosyl groups	1468.76	0.14724433160392147
GO:0015934	Cellular_Components	large ribosomal subunit	1461.2	0.14648643572785894
GO:0008237	Molecular_Functions	metallopeptidase activity	1456.95	0.14606036992451688
GO:0020037	Molecular_Functions	heme binding	1417.28	0.14208342159073356
GO:0009432	Biological_Processes	SOS response	1411.19	0.14147289435723875
GO:0006605	Biological_Processes	protein targeting	1408.66	0.14121925989077866
GO:0005215	Molecular_Functions	transporter activity	1407.73	0.14112602666792967
GO:0005694	Cellular_Components	chromosome	1391.06	0.13945484621105628
GO:0006541	Biological_Processes	glutamine metabolic process	1390.44	0.13939269072915697
