ID	Name	Copies per Million (CPM)	Relative Abundance
PWY-7238	sucrose biosynthesis II	13929	1.392899934533703
PWY-5941	glycogen degradation II	12203.9	1.2203899426416727
PWY0-1586	peptidoglycan maturation (meso-diaminopimelate containing)	12177.9	1.2177899427638725
PWY-7221	guanosine ribonucleotides de novo biosynthesis	11633.4	1.1633399453230224
VALSYN-PWY	L-valine biosynthesis	9883.49	0.988348953547599
CALVIN-PWY	Calvin-Benson-Bassham cycle	9868.63	0.9868629536174409
PWY-6386	UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)	9781.84	0.9781839540253541
ILEUSYN-PWY	L-isoleucine biosynthesis I (from threonine)	9674.13	0.9674129545315909
PWY-6385	peptidoglycan biosynthesis III (mycobacteria)	9431.37	0.9431369556725631
PWY-6387	UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	9308.71	0.9308709562490648
PWY-5103	L-isoleucine biosynthesis III	9277.55	0.9277549563955169
PEPTIDOGLYCANSYN-PWY	peptidoglycan biosynthesis I (meso-diaminopimelate containing)	9261.51	0.926150956470905
TRNA-CHARGING-PWY	tRNA charging	9211.44	0.921143956706234
NONOXIPENT-PWY	pentose phosphate pathway (non-oxidative branch) I	9205.12	0.9205119567359379
ANAGLYCOLYSIS-PWY	glycolysis III (from glucose)	9008.52	0.9008519576599578
BRANCHED-CHAIN-AA-SYN-PWY	superpathway of branched chain amino acid biosynthesis	8939.51	0.8939509579843049
PWY-6151	S-adenosyl-L-methionine salvage I	8840.03	0.8840029584518608
PWY-2942	L-lysine biosynthesis III	8830.18	0.8830179584981559
PWY-6122	5-aminoimidazole ribonucleotide biosynthesis II	8464.49	0.8464489602168987
PWY-6277	superpathway of 5-aminoimidazole ribonucleotide biosynthesis	8464.49	0.8464489602168987
PWY-1042	glycolysis IV	8117.4	0.8117399618482216
GLYCOGENSYNTH-PWY	glycogen biosynthesis I (from ADP-D-Glucose)	8104.43	0.8104429619091807
PWY-6124	inosine-5'-phosphate biosynthesis II	8076.72	0.8076719620394177
UDPNAGSYN-PWY	UDP-N-acetyl-D-glucosamine biosynthesis I	8070.05	0.8070049620707667
PWY-6609	adenine and adenosine salvage III	7920.85	0.7920849627720068
PWY-6121	5-aminoimidazole ribonucleotide biosynthesis I	7910.17	0.7910169628222027
PWY-8178	pentose phosphate pathway (non-oxidative branch) II	7780.86	0.7780859634299596
LACTOSECAT-PWY	lactose and galactose degradation I	7693.85	0.7693849638389066
PWY-3001	superpathway of L-isoleucine biosynthesis I	7688.73	0.7688729638629705
PWY-6123	inosine-5'-phosphate biosynthesis I	7648.82	0.7648819640505475
PENTOSE-P-PWY	pentose phosphate pathway	7631.96	0.7631959641297895
THRESYN-PWY	superpathway of L-threonine biosynthesis	7539.48	0.7539479645644456
PWY-7953	UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)	7511.15	0.7511149646975965
COA-PWY-1	superpathway of coenzyme A biosynthesis III (mammals)	7393.03	0.7393029652527605
PWY-5686	UMP biosynthesis I	7366.51	0.7366509653774046
PWY-7790	UMP biosynthesis II	7366.51	0.7366509653774046
PWY-7791	UMP biosynthesis III	7366.51	0.7366509653774046
PWY-7234	inosine-5'-phosphate biosynthesis III	7143.11	0.7143109664273845
COA-PWY	coenzyme A biosynthesis I (prokaryotic)	7139.99	0.7139989664420485
PWY-7229	superpathway of adenosine nucleotides de novo biosynthesis I	7072.98	0.7072979667569954
P41-PWY	pyruvate fermentation to acetate and (S)-lactate I	6991.04	0.6991039671421134
PWY-5100	pyruvate fermentation to acetate and lactate II	6991.04	0.6991039671421134
PWY-7977	L-methionine biosynthesis IV	6892.72	0.6892719676042175
PWY-6936	seleno-amino acid biosynthesis (plants)	6884.69	0.6884689676419584
GLYCOLYSIS	glycolysis I (from glucose 6-phosphate)	6831.2	0.6831199678933614
PWY-7851	coenzyme A biosynthesis II (eukaryotic)	6813.13	0.6813129679782903
PWY-I9	L-cysteine biosynthesis VI (from L-methionine)	6788.93	0.6788929680920305
GLUCOSE1PMETAB-PWY	glucose and glucose-1-phosphate degradation	6762.26	0.6762259682173795
ARO-PWY	chorismate biosynthesis I	6754.9	0.6754899682519714
PWY-5695	inosine 5'-phosphate degradation	6702.66	0.6702659684974994
PWY-3841	folate transformations II (plants)	6677.37	0.6677369686163624
COMPLETE-ARO-PWY	superpathway of aromatic amino acid biosynthesis	6619.7	0.6619699688874113
1CMET2-PWY	folate transformations III (E. coli)	6522.09	0.6522089693461783
PWY-6163	chorismate biosynthesis from 3-dehydroquinate	6440.07	0.6440069697316723
ARGSYN-PWY	L-arginine biosynthesis I (via L-ornithine)	6359.76	0.6359759701091293
ANAEROFRUCAT-PWY	homolactic fermentation	6281.75	0.6281749704757763
PWY-7400	L-arginine biosynthesis IV (archaebacteria)	6262.41	0.6262409705666743
PWY-841	superpathway of purine nucleotides de novo biosynthesis I	6238.16	0.6238159706806493
PWY-7111	pyruvate fermentation to isobutanol (engineered)	6110.67	0.6110669712798522
ARGSYNBSUB-PWY	L-arginine biosynthesis II (acetyl cycle)	6042.26	0.6042259716013793
PWY66-429	fatty acid biosynthesis initiation (mitochondria)	6034.22	0.6034219716391673
PWY-5484	glycolysis II (from fructose 6-phosphate)	5915.62	0.5915619721965872
PWY-702	L-methionine biosynthesis II	5910.69	0.5910689722197582
PWY-6901	superpathway of glucose and xylose degradation	5722.69	0.5722689731033581
PWY-6126	superpathway of adenosine nucleotides de novo biosynthesis II	5635.68	0.5635679735123053
PWY-7228	superpathway of guanosine nucleotides de novo biosynthesis I	5526.6	0.5526599740249812
PWY-724	superpathway of L-lysine, L-threonine and L-methionine biosynthesis II	5223.09	0.522308975451478
PANTOSYN-PWY	superpathway of coenzyme A biosynthesis I (bacteria)	5086.71	0.508670976092464
PWY-6608	guanosine nucleotides degradation III	5003.52	0.5003519764834571
PWY-6700	queuosine biosynthesis I (de novo)	4989.35	0.4989349765500561
PWY-6527	stachyose degradation	4969.91	0.496990976641424
PWY-5667	CDP-diacylglycerol biosynthesis I	4914.07	0.491406976903872
PWY0-1319	CDP-diacylglycerol biosynthesis II	4914.07	0.491406976903872
SALVADEHYPOX-PWY	adenosine nucleotides degradation II	4834.47	0.483446977277992
MET-SAM-PWY	superpathway of S-adenosyl-L-methionine biosynthesis	4804.6	0.48045997741838103
PWY0-162	superpathway of pyrimidine ribonucleotides de novo biosynthesis	4750.87	0.47508697767091196
PWY-6125	superpathway of guanosine nucleotides de novo biosynthesis II	4731.5	0.47314997776195095
PWY-1861	formaldehyde assimilation II (assimilatory RuMP Cycle)	4677.5	0.46774997801575097
PWY-5097	L-lysine biosynthesis VI	4663.86	0.46638597807985893
GLUCONEO-PWY	gluconeogenesis I	4646.66	0.46466597816069893
PWY-6353	purine nucleotides degradation II (aerobic)	4643.23	0.46432297817681994
PANTO-PWY	phosphopantothenate biosynthesis I	4642.22	0.46422197818156696
OANTIGEN-PWY	O-antigen building blocks biosynthesis (E. coli)	4444.93	0.4444929791088299
METSYN-PWY	superpathway of L-homoserine and L-methionine biosynthesis	4384.19	0.4384189793943079
DTDPRHAMSYN-PWY	dTDP-β-L-rhamnose biosynthesis	4351.85	0.43518497954630597
P461-PWY	hexitol fermentation to lactate, formate, ethanol and acetate	4246.07	0.42460698004347186
PWY-5347	superpathway of L-methionine biosynthesis (transsulfuration)	4237.21	0.42372098008511383
HSERMETANA-PWY	L-methionine biosynthesis III	4206.52	0.4206519802293569
PWY-6317	D-galactose degradation I (Leloir pathway)	4191.81	0.41918098029849393
PWY-5154	L-arginine biosynthesis III (via N-acetyl-L-citrulline)	4164.63	0.41646298042623986
PYRIDNUCSYN-PWY	NAD de novo biosynthesis I (from aspartate)	4075.54	0.40755398084496286
PWY-7208	superpathway of pyrimidine nucleobases salvage	4036.61	0.40366098102793385
PWY-5723	Rubisco shunt	3997.01	0.39970098121405384
PWY-5188	tetrapyrrole biosynthesis I (from glutamate)	3982.25	0.39822498128342587
PWY-8187	L-arginine degradation XIII (reductive Stickland reaction)	3978.77	0.39787698129978183
P441-PWY	superpathway of N-acetylneuraminate degradation	3891.31	0.3891309817108438
PWY-7117	C4 photosynthetic carbon assimilation cycle, PEPCK type	3882.36	0.3882359817529088
PHOSLIPSYN-PWY	superpathway of phospholipid biosynthesis I (bacteria)	3831.7	0.38316998199101077
PWY3O-4107	NAD salvage pathway V (PNC V cycle)	3796.05	0.3796049821585658
PWY-7198	pyrimidine deoxyribonucleotides de novo biosynthesis IV	3711.56	0.3711559825556688
HEMESYN2-PWY	heme b biosynthesis II (oxygen-independent)	3707.2	0.37071998257616073
PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	3613.04	0.36130398301871275
PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	3613.04	0.36130398301871275
ASPASN-PWY	superpathway of L-aspartate and L-asparagine biosynthesis	3478.54	0.34785398365086273
PWY-7345	superpathway of anaerobic sucrose degradation	3435.7	0.34356998385221066
SER-GLYSYN-PWY	superpathway of L-serine and glycine biosynthesis I	3406.79	0.3406789839880877
PWY-5913	partial TCA cycle (obligate autotrophs)	3378.52	0.3378519841209567
PWY4FS-7	phosphatidylglycerol biosynthesis I (plastidic)	3370.99	0.3370989841563477
PWY4FS-8	phosphatidylglycerol biosynthesis II (non-plastidic)	3370.99	0.3370989841563477
NONMEVIPP-PWY	methylerythritol phosphate pathway I	3365.23	0.3365229841834197
PWY-7560	methylerythritol phosphate pathway II	3359.31	0.33593098421124373
PWY-2941	L-lysine biosynthesis II	3355.73	0.3355729842280697
PWY-241	C4 photosynthetic carbon assimilation cycle, NADP-ME type	3350.7	0.3350699842517107
PWY0-1479	tRNA processing	3247.23	0.3247229847380197
PWY-6270	isoprene biosynthesis I	3244.82	0.3244819847493467
GLCMANNANAUT-PWY	superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation	3239.38	0.32393798477491464
PWY-6606	guanosine nucleotides degradation II	3216.16	0.3216159848840487
PWY-7199	pyrimidine deoxyribonucleosides salvage	3189.43	0.31894298500967966
PWY-5973	cis-vaccenate biosynthesis	3187.99	0.31879898501644766
PWY66-399	gluconeogenesis III	3166.87	0.31668698511571164
GLUTORN-PWY	L-ornithine biosynthesis I	3153.61	0.3153609851780337
PWY-5675	nitrate reduction V (assimilatory)	3137.3	0.3137299852546907
PWY-5384	sucrose degradation IV (sucrose phosphorylase)	3132.42	0.31324198527762664
PWY-7282	4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II	3047.08	0.3047079856787246
PWY-7197	pyrimidine deoxyribonucleotide phosphorylation	3045.16	0.3045159856877486
PWY-5838	superpathway of menaquinol-8 biosynthesis I	3027.98	0.3027979857684946
HOMOSER-METSYN-PWY	L-methionine biosynthesis I	3013.79	0.30137898583518763
PWY-7663	gondoate biosynthesis (anaerobic)	3008.89	0.3008889858582176
HEME-BIOSYNTHESIS-II	heme b biosynthesis I (aerobic)	2998.56	0.2998559859067686
PWY-5897	superpathway of menaquinol-11 biosynthesis	2967.81	0.2967809860512936
PWY-5898	superpathway of menaquinol-12 biosynthesis	2967.81	0.2967809860512936
PWY-5899	superpathway of menaquinol-13 biosynthesis	2967.81	0.2967809860512936
POLYISOPRENSYN-PWY	polyisoprenoid biosynthesis (E. coli)	2949.63	0.29496298613673966
HISTSYN-PWY	L-histidine biosynthesis	2917.91	0.2917909862858236
FASYN-ELONG-PWY	fatty acid elongation -- saturated	2884.56	0.2884559864425686
DAPLYSINESYN-PWY	L-lysine biosynthesis I	2846.09	0.28460898662337764
PWY-5918	superpathway of heme b biosynthesis from glutamate	2839.88	0.2839879866525646
PWY-7664	oleate biosynthesis IV (anaerobic)	2823.12	0.2823119867313366
GALACTARDEG-PWY	D-galactarate degradation I	2810.29	0.28102898679163757
GLUCARGALACTSUPER-PWY	superpathway of D-glucarate and D-galactarate degradation	2810.29	0.28102898679163757
PWY-5971	palmitate biosynthesis (type II fatty acid synthase)	2788.55	0.2788549868938156
PWY-5121	superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)	2777.19	0.2777189869472076
PWY0-862	(5Z)-dodecenoate biosynthesis I	2745.17	0.27451698709770156
PYRIDNUCSAL-PWY	NAD salvage pathway I (PNC VI cycle)	2738.55	0.2738549871288156
PWY0-166	superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)	2731.49	0.27314898716199754
