Enzyme ID	Name	Copies per Million (CPM)	Relative Abundance
2.7.13.3	Histidine kinase	30987.1	3.0987102399951083
2.7.7.7	DNA-directed DNA polymerase	13465.5	1.3465501042903059
3.6.4.12	DNA helicase	11535.2	1.1535200893401312
1.6.5.11	NADH dehydrogenase (quinone)	9594.5	0.9594500743094085
3.6.3.17	Transferred entry 7.5.2.8	6875.51	0.6875510532508292
5.2.1.8	Peptidylprolyl isomerase	6695.93	0.6695930518599821
2.2.1.6	Acetolactate synthase	6085.1	0.6085100471291034
2.7.7.65	Diguanylate cyclase	5280.32	0.5280320408960817
3.1.4.52	Cyclic-guanylate-specific phosphodiesterase	5247.05	0.5247050406384055
3.1.11.5	Exodeoxyribonuclease V	5124.14	0.5124140396864675
1.6.5.5	NADPH:quinone reductase	4643.25	0.46432503596197416
1.7.99.4	Nitrate reductase	4608.08	0.4608080356895824
1.4.1.13	Glutamate synthase (NADPH)	4466.83	0.4466830345956011
3.5.1.28	N-acetylmuramoyl-L-alanine amidase	4374.77	0.4374770338825964
1.17.4.1	Ribonucleoside-diphosphate reductase	4286.4	0.4286400331981706
3.6.3.14	Transferred entry 7.1.2.2	4024.97	0.40249703117339514
2.7.7.6	DNA-directed RNA polymerase	4009.96	0.4009960310571427
3.2.1.86	6-phospho-beta-glucosidase	3983.73	0.39837303085399134
3.6.4.13	RNA helicase	3958.15	0.39581503065587426
2.4.1.1	Glycogen phosphorylase	3901.1	0.3901100302140219
4.2.1.2	Fumarate hydratase	3720.75	0.37207502881721105
3.4.16.4	Serine-type D-Ala-D-Ala carboxypeptidase	3648.61	0.36486102825848676
2.7.3.9	Phosphoenolpyruvate--protein phosphotransferase	3600.81	0.36008102788827573
1.17.1.4	Xanthine dehydrogenase	3418.76	0.34187602647829834
2.3.1.54	Formate C-acetyltransferase	3389.99	0.3389990262554746
1.12.99.6	Hydrogenase (acceptor)	3288.05	0.3288050254659493
1.8.5.3	Respiratory dimethylsulfoxide reductase	3231.9	0.32319002503106753
3.4.21.107	Peptidase Do	3208.2	0.320820024847511
4.1.1.17	Ornithine decarboxylase	3140.34	0.3140340243219353
1.1.1.60	2-hydroxy-3-oxopropionate reductase	3129.24	0.3129240242359657
6.1.1.6	Lysine--tRNA ligase	3072.98	0.307298023800232
1.7.2.3	Trimethylamine-N-oxide reductase	3048.39	0.30483902360978243
1.17.1.9	Formate dehydrogenase	3045.59	0.30455902358809644
1.1.1.35	3-hydroxyacyl-CoA dehydrogenase	2972.09	0.2972090230188389
2.4.1.129	Peptidoglycan glycosyltransferase	2934.05	0.2934050227242191
3.2.1.23	Beta-galactosidase	2926.87	0.29268702266860996
4.3.1.17	L-serine ammonia-lyase	2889.48	0.2889480223790244
3.1.3.11	Fructose-bisphosphatase	2807.07	0.2807070217407589
2.7.10.2	Non-specific protein-tyrosine kinase	2776.08	0.2776080215007413
1.1.1.3	Homoserine dehydrogenase	2775.32	0.2775320214948552
2.3.1.16	Acetyl-CoA C-acyltransferase	2660.64	0.26606402060665846
6.5.1.2	DNA ligase (NAD(+))	2640.53	0.2640530204509065
3.6.3.12	Transferred entry 7.2.2.6	2621.35	0.26213502030235736
2.2.1.2	Transaldolase	2620.3	0.2620300202942251
1.1.1.1	Alcohol dehydrogenase	2592.79	0.25927902008116016
4.2.1.70	Pseudouridylate synthase	2490.27	0.2490270192871427
6.3.5.5	Carbamoyl-phosphate synthase (glutamine-hydrolyzing)	2476.25	0.2476250191785578
2.1.1.72	Site-specific DNA-methyltransferase (adenine-specific)	2474.21	0.247421019162758
