GO ID	GO Category	GO Description	Copies per Million (CPM)	Relative Abundance
GO:0016021	Cellular_Components	integral component of membrane	123298	12.352280426928658
GO:0003677	Molecular_Functions	DNA binding	96665.8	9.68420468534283
GO:0006313	Biological_Processes	transposition, DNA-mediated	60161.4	6.027108985357636
GO:0004803	Molecular_Functions	transposase activity	59943	6.00522916536671
GO:0005524	Molecular_Functions	ATP binding	44547.9	4.46291223889094
GO:0005737	Cellular_Components	cytoplasm	30462.7	3.0518241411977454
GO:0005886	Cellular_Components	plasma membrane	14601.4	1.4628022143567299
GO:0006355	Biological_Processes	regulation of transcription, DNA-templated	12911.1	1.2934640287767731
GO:0016787	Molecular_Functions	hydrolase activity	11937.1	1.1958864432861043
GO:0006412	Biological_Processes	translation	11688.5	1.1709811170510116
GO:0003735	Molecular_Functions	structural constituent of ribosome	10619.6	1.06389622882619
GO:0055085	Biological_Processes	transmembrane transport	10017	1.0035263591992114
GO:0046872	Molecular_Functions	metal ion binding	10000.2	1.0018432961229864
GO:0043565	Molecular_Functions	sequence-specific DNA binding	9624.37	0.9641917725552676
GO:0016887	Molecular_Functions	ATPase activity	9077.1	0.9093649910239754
GO:0005975	Biological_Processes	carbohydrate metabolic process	8604.15	0.8619837599584601
GO:0005840	Cellular_Components	ribosome	8576.77	0.859240767873517
GO:0016740	Molecular_Functions	transferase activity	8453.81	0.8469223490727648
GO:0015074	Biological_Processes	DNA integration	7686.23	0.7700243993079519
GO:0003700	Molecular_Functions	DNA-binding transcription factor activity	7600.58	0.7614437830889829
GO:0008270	Molecular_Functions	zinc ion binding	7504.75	0.7518433107916823
GO:0022857	Molecular_Functions	transmembrane transporter activity	7153.26	0.7166302250379705
GO:0016301	Molecular_Functions	kinase activity	7108.19	0.7121150076066928
GO:0019843	Molecular_Functions	rRNA binding	6889.1	0.6901660618108503
GO:0009401	Biological_Processes	phosphoenolpyruvate-dependent sugar phosphotransferase system	6806.51	0.6818920035093365
GO:0003676	Molecular_Functions	nucleic acid binding	6308.32	0.6319821705364449
GO:0016491	Molecular_Functions	oxidoreductase activity	6141.76	0.6152958023235847
GO:0003723	Molecular_Functions	RNA binding	5863.78	0.5874471193516173
GO:0006260	Biological_Processes	DNA replication	5790.03	0.5800586728116411
GO:0000287	Molecular_Functions	magnesium ion binding	4930.65	0.4939639855231697
GO:0042626	Molecular_Functions	ATPase-coupled transmembrane transporter activity	4330.68	0.4338575954134812
GO:0005525	Molecular_Functions	GTP binding	4152.22	0.41597905752162817
GO:0008982	Molecular_Functions	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity	4094.21	0.4101674807923533
GO:0006281	Biological_Processes	DNA repair	4075.24	0.40826702206878246
GO:0006310	Biological_Processes	DNA recombination	3661.09	0.366776511770055
GO:0000049	Molecular_Functions	tRNA binding	3539.64	0.3546093682815111
GO:0003824	Molecular_Functions	catalytic activity	3407.81	0.3414023322494424
GO:0016020	Cellular_Components	membrane	3374.07	0.338022180571357
GO:0051301	Biological_Processes	cell division	3191.04	0.31968580944984043
GO:0043190	Cellular_Components	ATP-binding cassette (ABC) transporter complex	2917.72	0.2923039761168736
GO:0004519	Molecular_Functions	endonuclease activity	2708.1	0.27130375694792697
GO:0000150	Molecular_Functions	recombinase activity	2659.85	0.2664699597200781
GO:0000166	Molecular_Functions	nucleotide binding	2579.21	0.2583912569541977
GO:0008233	Molecular_Functions	peptidase activity	2574.37	0.25790637449652326
GO:0030246	Molecular_Functions	carbohydrate binding	2428.27	0.24326973667292293
GO:0003887	Molecular_Functions	DNA-directed DNA polymerase activity	2382.09	0.23864331685982323
GO:0071555	Biological_Processes	cell wall organization	2317.51	0.23217354224895323
GO:0003924	Molecular_Functions	GTPase activity	2258.41	0.22625276678437561
GO:0005887	Cellular_Components	integral component of plasma membrane	2254.43	0.22585404112703183
GO:0007049	Biological_Processes	cell cycle	2221.57	0.22256204989579637
GO:0008168	Molecular_Functions	methyltransferase activity	2203.57	0.22075876802841232
GO:0006265	Biological_Processes	DNA topological change	2182.48	0.21864592277379405
GO:0008360	Biological_Processes	regulation of cell shape	2155.93	0.21598608201940256
GO:0006633	Biological_Processes	fatty acid biosynthetic process	2132.17	0.2136057499544557
GO:0005623	Cellular_Components	cell	2081.49	0.20852850967450995
GO:0097367	Molecular_Functions	carbohydrate derivative binding	1978.81	0.19824178844434376
GO:0000160	Biological_Processes	phosphorelay signal transduction system	1951.79	0.1955348619967484
GO:0016757	Molecular_Functions	transferase activity, transferring glycosyl groups	1936.16	0.19396901224190327
GO:0004386	Molecular_Functions	helicase activity	1898.64	0.19021017137166724
GO:0032196	Biological_Processes	transposition	1851.44	0.18548156558608245
GO:0030170	Molecular_Functions	pyridoxal phosphate binding	1806	0.18092928069419742
GO:0004553	Molecular_Functions	hydrolase activity, hydrolyzing O-glycosyl compounds	1793.53	0.17968000708940415
GO:0003746	Molecular_Functions	translation elongation factor activity	1731.69	0.17348473205168038
GO:0008152	Biological_Processes	metabolic process	1684.41	0.16874811168001835
