GO ID	GO Category	GO Description	Copies per Million (CPM)	Relative Abundance
GO:0016021	Cellular_Components	integral component of membrane	79616.7	7.991082628854257
GO:0005524	Molecular_Functions	ATP binding	36759.7	3.689550058114614
GO:0003677	Molecular_Functions	DNA binding	29688.4	2.979807722732501
GO:0005737	Cellular_Components	cytoplasm	24376.3	2.4466352848804336
GO:0016020	Cellular_Components	membrane	23571	2.3658077846070444
GO:0005886	Cellular_Components	plasma membrane	15780.5	1.5838797566921838
GO:0016787	Molecular_Functions	hydrolase activity	13162.2	1.3210824836686963
GO:0022857	Molecular_Functions	transmembrane transporter activity	12363.4	1.2409073846765404
GO:0016491	Molecular_Functions	oxidoreductase activity	11665.2	1.1708294501293155
GO:0055085	Biological_Processes	transmembrane transport	11603.2	1.1646065456006305
GO:0003700	Molecular_Functions	DNA-binding transcription factor activity	11413.9	1.1456066129025644
GO:0046872	Molecular_Functions	metal ion binding	11361.8	1.1403773657099112
GO:0016740	Molecular_Functions	transferase activity	11044.6	1.108540183185735
GO:0005975	Biological_Processes	carbohydrate metabolic process	10189.9	1.0227544331749745
GO:0006355	Biological_Processes	regulation of transcription, DNA-templated	9989.91	1.0026815512928495
GO:0009401	Biological_Processes	phosphoenolpyruvate-dependent sugar phosphotransferase system	6492.95	0.6516936767665482
GO:0016829	Molecular_Functions	lyase activity	6158.34	0.6181090625029463
GO:0016301	Molecular_Functions	kinase activity	5885.26	0.5907001791369249
GO:0003723	Molecular_Functions	RNA binding	5745.86	0.5767086808901715
GO:0016887	Molecular_Functions	ATPase activity	5495.65	0.5515952463398118
GO:0008270	Molecular_Functions	zinc ion binding	5398.93	0.5418875152750631
GO:0000287	Molecular_Functions	magnesium ion binding	5278.79	0.5298291322093174
GO:0043565	Molecular_Functions	sequence-specific DNA binding	4563.69	0.4580549543308864
GO:0003824	Molecular_Functions	catalytic activity	4521.18	0.4537882499516218
GO:0006412	Biological_Processes	translation	4381.83	0.4398017701762626
GO:0005840	Cellular_Components	ribosome	4164.86	0.4180246154087012
GO:0008233	Molecular_Functions	peptidase activity	4154.28	0.41696270686170944
GO:0030170	Molecular_Functions	pyridoxal phosphate binding	4137.95	0.4153236741043961
