GO ID	GO Category	GO Description	Copies per Million (CPM)	Relative Abundance
GO:0016021	Cellular_Components	integral component of membrane	94230.4	9.457232065808427
GO:0005524	Molecular_Functions	ATP binding	43388.8	4.354623886314276
GO:0003677	Molecular_Functions	DNA binding	35514	3.564286467903357
GO:0005737	Cellular_Components	cytoplasm	30279.9	3.038977243325643
GO:0005886	Cellular_Components	plasma membrane	17485.9	1.7549348636906943
GO:0016020	Cellular_Components	membrane	16320.5	1.6379719913109405
GO:0055085	Biological_Processes	transmembrane transport	13791.7	1.3841744010638828
GO:0046872	Molecular_Functions	metal ion binding	12978.3	1.3025392539953295
GO:0016787	Molecular_Functions	hydrolase activity	12472.2	1.251745612574879
GO:0006355	Biological_Processes	regulation of transcription, DNA-templated	11731.6	1.1774168814229606
GO:0016740	Molecular_Functions	transferase activity	11413.3	1.1454713843588833
GO:0005975	Biological_Processes	carbohydrate metabolic process	10777.9	1.0817008256579264
GO:0003700	Molecular_Functions	DNA-binding transcription factor activity	10287.7	1.0325029536478394
GO:0022857	Molecular_Functions	transmembrane transporter activity	10144.4	1.0181209563833646
GO:0016491	Molecular_Functions	oxidoreductase activity	9222.22	0.9255683378393788
GO:0006412	Biological_Processes	translation	8281	0.8311048105171961
GO:0016887	Molecular_Functions	ATPase activity	7634.69	0.7662392930573035
GO:0003735	Molecular_Functions	structural constituent of ribosome	7440.02	0.7467016558802257
GO:0005840	Cellular_Components	ribosome	6574.28	0.6598135169287516
GO:0000287	Molecular_Functions	magnesium ion binding	6270.71	0.6293463647335209
GO:0016301	Molecular_Functions	kinase activity	6258.46	0.6281169197475487
GO:0003723	Molecular_Functions	RNA binding	6029.99	0.6051870180377474
GO:0008270	Molecular_Functions	zinc ion binding	5855.47	0.5876716924090238
GO:0009401	Biological_Processes	phosphoenolpyruvate-dependent sugar phosphotransferase system	5356.18	0.5375615220379175
GO:0003676	Molecular_Functions	nucleic acid binding	4917.7	0.49355441694003316
GO:0016829	Molecular_Functions	lyase activity	4705.51	0.472258422525875
GO:0003824	Molecular_Functions	catalytic activity	4641.86	0.46587032674161954
GO:0030170	Molecular_Functions	pyridoxal phosphate binding	4555.7	0.4572230630688552
GO:0051301	Biological_Processes	cell division	4324.68	0.4340372360762598
GO:0043565	Molecular_Functions	sequence-specific DNA binding	4275.3	0.42908131824709195
GO:0005525	Molecular_Functions	GTP binding	4136.63	0.41516400100588685
GO:0006281	Biological_Processes	DNA repair	4052.61	0.4067315138449576
GO:0019843	Molecular_Functions	rRNA binding	3928.57	0.39428250518699925
GO:0000160	Biological_Processes	phosphorelay signal transduction system	3881.59	0.389567458212226
GO:0006313	Biological_Processes	transposition, DNA-mediated	3722.99	0.373649909250986
GO:0051539	Molecular_Functions	4 iron, 4 sulfur cluster binding	3674.94	0.3688274740202952
GO:0005887	Cellular_Components	integral component of plasma membrane	3521.81	0.3534589098813629
GO:0006260	Biological_Processes	DNA replication	3503.44	0.35161524421668466
GO:0004803	Molecular_Functions	transposase activity	3445.1	0.3457600751977771
GO:0009058	Biological_Processes	biosynthetic process	3358.44	0.33706263009701387
GO:0009055	Molecular_Functions	electron transfer activity	3162.85	0.317432659092418
GO:0006310	Biological_Processes	DNA recombination	3133.99	0.31453618706832354
GO:0015074	Biological_Processes	DNA integration	3036.61	0.30476285215126464
GO:0008233	Molecular_Functions	peptidase activity	2948.81	0.295950993394664
GO:0043190	Cellular_Components	ATP-binding cassette (ABC) transporter complex	2943.98	0.295466240800195
GO:0008982	Molecular_Functions	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity	2927.47	0.29380925004767244
GO:0050660	Molecular_Functions	flavin adenine dinucleotide binding	2757.07	0.27670741938565946
GO:0008168	Molecular_Functions	methyltransferase activity	2695.62	0.27054012188459897
GO:0051287	Molecular_Functions	NAD binding	2671.12	0.2680812319126546
GO:0004673	Molecular_Functions	protein histidine kinase activity	2526.19	0.2535356431929037
GO:0042597	Cellular_Components	periplasmic space	2434.72	0.2443554527547914
GO:0050661	Molecular_Functions	NADP binding	2409.73	0.24184738498340816
GO:0016853	Molecular_Functions	isomerase activity	2397.58	0.24062797628303573
GO:0004386	Molecular_Functions	helicase activity	2395.46	0.24041520702832056
GO:0003887	Molecular_Functions	DNA-directed DNA polymerase activity	2371.86	0.23804664362677413
GO:0071555	Biological_Processes	cell wall organization	2298.29	0.23066294831102116
GO:0051536	Molecular_Functions	iron-sulfur cluster binding	2283.28	0.2291565018424953
GO:0005215	Molecular_Functions	transporter activity	2263.69	0.22719039349349976
GO:0000049	Molecular_Functions	tRNA binding	2245.22	0.22533669154322167
GO:0005829	Cellular_Components	cytosol	2239.97	0.2248097865492336
GO:0030288	Cellular_Components	outer membrane-bounded periplasmic space	2201.25	0.22092373676500152
GO:0000155	Molecular_Functions	phosphorelay sensor kinase activity	2159.95	0.2167787508122953
